NM_RxnSmiles,coarse_solvent,base,temperature,Yield,parsed_rxn,parsed_reagents,rxn_id,fine_solvent,dataset,exact_solvent,exact_base
OB(O)c1ccc2cnccc2c1.CC(C)(C)OC(=O)NC1(c2ccc(-c3c(Br)nc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1>>CC(C)(C)OC(=O)NC1(c2ccc(-c3c(-c4ccc5cnccc5c4)nc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1,other,carbonate,20,73.65,[CH3:14][C:15]([CH3:16])([CH3:17])[O:18][C:19]([NH:21][C:22]1([CH2:48][CH2:49][CH2:50]1)[c:23]1[cH:24][cH:25][c:26]([cH:46][cH:47]1)-[c:27]1[c:28]([Br:29])[n:30][c:31]2-[c:45]3[cH:44][cH:43][cH:42][cH:41][c:40]3[NH:39][c:38]3[c:33]([cH:34][cH:35][cH:36][n:37]3)-[n:32]12)=[O:20].[OH:1][B:2]([OH:3])[c:4]1[cH:13][c:12]2[cH:11][cH:10][n:9][cH:8][c:7]2[cH:6][cH:5]1>>[CH3:14][C:15]([CH3:16])([CH3:17])[O:18][C:19]([NH:21][C:22]1([CH2:48][CH2:49][CH2:50]1)[c:23]1[cH:24][cH:25][c:26]([cH:46][cH:47]1)-[c:27]1[c:28](-[c:4]2[cH:5][cH:6][c:7]3[c:12]([cH:11][cH:10][n:9][cH:8]3)[cH:13]2)[n:30][c:31]2-[c:45]3[cH:44][cH:43][cH:42][cH:41][c:40]3[NH:39][c:38]3[n:37][cH:36][cH:35][cH:34][c:33]3-[n:32]12)=[O:20],"",2189,other,test,CN(C)C=O.CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(Cl)cc1.O=C(c1nc(Br)cs1)N1CC2CCC(C1)O2>>O=C(c1nc(-c2ccc(Cl)cc2)cs1)N1CC2CCC(C1)O2,alcoArom,carbonate,20,57.7,[CH2:22]1[CH2:23][CH:24]2[CH2:25][N:19]([CH2:20][CH:21]1[O:26]2)[C:12]([c:13]1[n:14][c:15]([cH:17][s:18]1)[Br:16])=[O:11].[OH:1][B:2]([OH:3])[c:4]1[cH:10][cH:9][c:7]([cH:6][cH:5]1)[Cl:8]>>[CH2:22]1[CH2:23][CH:24]2[CH2:25][N:19]([CH2:20][CH:21]1[O:26]2)[C:12](=[O:11])[c:13]1[s:18][cH:17][c:15](-[c:4]2[cH:10][cH:9][c:7]([cH:6][cH:5]2)[Cl:8])[n:14]1,"",3404,alcohols/aromatics,test,CCO.Cc1ccccc1,O=C([O-])[O-].[K+].[K+]
OB(O)c1cccnc1.CCOC(=O)c1c(C)nc(Br)n1Cc1cccc2ccccc12>>CCOC(=O)c1c(C)nc(-c2cccnc2)n1Cc1cccc2ccccc12,water/ethers,carbonate,20,98.3,[Br:20][c:19]1[n:18][c:16]([CH3:17])[c:15]([C:13](=[O:14])[O:12][CH2:11][CH3:10])[n:21]1[CH2:22][c:23]1[cH:24][cH:25][cH:26][c:27]2[c:32]1[cH:31][cH:30][cH:29][cH:28]2.[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1>>[cH:5]1[c:4](-[c:19]2[n:21]([CH2:22][c:23]3[cH:24][cH:25][cH:26][c:27]4[c:32]3[cH:31][cH:30][cH:29][cH:28]4)[c:15]([C:13](=[O:14])[O:12][CH2:11][CH3:10])[c:16]([n:18]2)[CH3:17])[cH:9][n:8][cH:7][cH:6]1,"",4950,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
CCS(=O)(=O)c1cccc(B(O)O)c1.COC(=O)c1cc(I)c2c([nH]c3ncc(C)cc32)c1C>>CCS(=O)(=O)c1cccc(-c2cc(C(=O)OC)c(C)c3[nH]c4ncc(C)cc4c23)c1,polar,carbonate,20,79.3,[CH3:34][c:33]1[c:24]2[c:23]([c:32]3[c:26]([n:27][cH:28][c:29]([cH:31]3)[CH3:30])[nH:25]2)[c:21]([I:22])[cH:20][c:19]1[C:17]([O:16][CH3:15])=[O:18].[OH:12][B:11]([OH:13])[c:10]1[cH:14][c:6]([cH:7][cH:8][cH:9]1)[S:3](=[O:4])(=[O:5])[CH2:2][CH3:1]>>[O:4]=[S:3](=[O:5])([c:6]1[cH:14][c:10](-[c:21]2[cH:20][c:19]([c:33]([CH3:34])[c:24]3[nH:25][c:26]4[c:32]([cH:31][c:29]([cH:28][n:27]4)[CH3:30])[c:23]23)[C:17](=[O:18])[O:16][CH3:15])[cH:9][cH:8][cH:7]1)[CH2:2][CH3:1],"",3953,water/amides,test,O.CC(=O)N(C)C,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccc(O)cc1.Cc1ccn2nc([C@H](C)Nc3ncnc4c3c(Br)cn4COCC[Si](C)(C)C)n(-c3ccccc3)c(=O)c12>>Cc1ccn2nc([C@H](C)Nc3ncnc4c3c(-c3ccc(O)cc3)cn4COCC[Si](C)(C)C)n(-c3ccccc3)c(=O)c12,other,carbonate,20,59.4,[CH3:36][Si:35]([CH3:37])([CH3:38])[CH2:34][CH2:33][O:32][CH2:31][n:30]1[cH:29][c:27]([Br:28])[c:26]2[c:21]([n:22][cH:23][n:24][c:25]12)[NH:20][C@@H:18]([CH3:19])[c:17]1[n:39](-[c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[c:46](=[O:47])[c:48]2[c:12]([CH3:11])[cH:13][cH:14][n:15]2[n:16]1.[cH:6]1[cH:5][c:4]([cH:10][cH:9][c:7]1[OH:8])[B:2]([OH:1])[OH:3]>>[CH3:36][Si:35]([CH3:37])([CH3:38])[CH2:34][CH2:33][O:32][CH2:31][n:30]1[cH:29][c:27](-[c:4]2[cH:10][cH:9][c:7]([cH:6][cH:5]2)[OH:8])[c:26]2[c:21]([n:22][cH:23][n:24][c:25]12)[NH:20][C@H:18]([c:17]1[n:39](-[c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[c:46](=[O:47])[c:48]2[c:12]([CH3:11])[cH:13][cH:14][n:15]2[n:16]1)[CH3:19],"",3411,other,test,No Solvent,O=C([O-])[O-].[Na+].[Na+]
CCCCCCCCOc1ccc(B(O)O)cc1.CCCCCCCCOc1ccc(-c2ncc(Br)cc2Cl)cc1>>CCCCCCCCOc1ccc(-c2cnc(-c3ccc(OCCCCCCCC)cc3)c(Cl)c2)cc1,alcoArom,carbonate,20,48.9,[cH:12]1[cH:11][c:10]([cH:18][cH:17][c:13]1[B:14]([OH:16])[OH:15])[O:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].[cH:30]1[cH:29][c:28]([cH:41][cH:40][c:31]1-[c:32]1[c:38]([Cl:39])[cH:37][c:35]([Br:36])[cH:34][n:33]1)[O:27][CH2:26][CH2:25][CH2:24][CH2:23][CH2:22][CH2:21][CH2:20][CH3:19]>>[cH:30]1[cH:29][c:28]([cH:41][cH:40][c:31]1-[c:32]1[n:33][cH:34][c:35]([cH:37][c:38]1[Cl:39])-[c:13]1[cH:17][cH:18][c:10]([cH:11][cH:12]1)[O:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[O:27][CH2:26][CH2:25][CH2:24][CH2:23][CH2:22][CH2:21][CH2:20][CH3:19],"",18,water/alcohols/aromatics,test,CCO.Cc1ccccc1.O,O=C([O-])[O-].[Na+].[Na+]
CS(=O)(=O)c1ccc(B(O)O)cc1.O=[N+]([O-])c1cc(Br)cnc1Br>>CS(=O)(=O)c1ccc(-c2ncc(Br)cc2[N+](=O)[O-])cc1,other,phosphate,20,41.2,[cH:21]1[c:19]([Br:20])[cH:18][c:17]([c:23]([Br:24])[n:22]1)[N+:15]([O-:16])=[O:14].[cH:6]1[cH:7][c:8]([cH:12][cH:13][c:5]1[S:2](=[O:3])(=[O:4])[CH3:1])[B:9]([OH:10])[OH:11]>>[O:3]=[S:2](=[O:4])([CH3:1])[c:5]1[cH:13][cH:12][c:8]([cH:7][cH:6]1)-[c:23]1[c:17]([N+:15](=[O:14])[O-:16])[cH:18][c:19]([cH:21][n:22]1)[Br:20],"",5240,other,test,CCOC(C)=O.C1CCOC1.ClCCl,O=P([O-])([O-])[O-].[K+].[K+].[K+]
OB(O)c1ccncc1.COCOc1ccc(Br)cc1>>COCOc1ccc(-c2ccncc2)cc1,other,carbonate,20,74.2,[cH:15]1[cH:16][c:17]([cH:19][cH:20][c:14]1[O:13][CH2:12][O:11][CH3:10])[Br:18].[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)[B:2]([OH:1])[OH:3]>>[cH:15]1[cH:16][c:17]([cH:19][cH:20][c:14]1[O:13][CH2:12][O:11][CH3:10])-[c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1,"",1708,other,test,C1CCOC1.CCOC(C)=O,O=C([O-])[O-].[Cs+].[Cs+]
OB(O)c1ccc(F)cc1.CC(C)(C)OC(=O)n1nc(I)c2cc(Br)ccc21>>CC(C)(C)OC(=O)n1nc(-c2ccc(F)cc2)c2cc(Br)ccc21,alcoArom,carbonate,20,17.05,[CH3:11][C:12]([CH3:13])([CH3:14])[O:15][C:16](=[O:17])[n:18]1[n:19][c:20]([I:21])[c:22]2[cH:23][c:24]([cH:26][cH:27][c:28]12)[Br:25].[OH:1][B:2]([OH:3])[c:4]1[cH:10][cH:9][c:7]([cH:6][cH:5]1)[F:8]>>[CH3:11][C:12]([CH3:13])([CH3:14])[O:15][C:16](=[O:17])[n:18]1[c:28]2[cH:27][cH:26][c:24]([cH:23][c:22]2[c:20](-[c:4]2[cH:10][cH:9][c:7]([cH:6][cH:5]2)[F:8])[n:19]1)[Br:25],"",4832,alcohols/aromatics,test,CCO.Cc1ccccc1,O=C([O-])[O-].[Na+].[Na+]
Cc1ccc(B(O)O)cc1F.CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)nc(C)c(Br)c1N1CCC(C)(C)CC1>>CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)nc(C)c(-c2ccc(C)c(F)c2)c1N1CCC(C)(C)CC1,polar,carbonate,20,49.65,[CH3:20][C:19]([CH3:21])([CH3:22])[O:18][C@@H:17]([c:23]1[c:31]([N:32]2[CH2:33][CH2:34][C:35]([CH3:36])([CH3:37])[CH2:38][CH2:39]2)[c:29]([Br:30])[c:27]([n:26][c:24]1[CH3:25])[CH3:28])[C:15]([O:14][CH2:13][CH3:12])=[O:16].[OH:7][B:6]([OH:8])[c:5]1[cH:4][cH:3][c:2]([CH3:1])[c:10]([F:11])[cH:9]1>>[CH3:20][C:19]([CH3:21])([CH3:22])[O:18][C@H:17]([C:15]([O:14][CH2:13][CH3:12])=[O:16])[c:23]1[c:24]([CH3:25])[n:26][c:27]([CH3:28])[c:29](-[c:5]2[cH:9][c:10]([c:2]([cH:3][cH:4]2)[CH3:1])[F:11])[c:31]1[N:32]1[CH2:33][CH2:34][C:35]([CH2:38][CH2:39]1)([CH3:36])[CH3:37],"",3110,amides,test,CN(C)C=O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccoc1.Cc1cc(Br)cc(C)c1O>>Cc1cc(-c2ccoc2)cc(C)c1O,water/ethers,carbonate,20,59.35,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][o:7][cH:8]1.[c:10]1([cH:11][c:12]([cH:14][c:15]([CH3:16])[c:17]1[OH:18])[Br:13])[CH3:9]>>[c:10]1([cH:11][c:12]([cH:14][c:15]([CH3:16])[c:17]1[OH:18])-[c:4]1[cH:8][o:7][cH:6][cH:5]1)[CH3:9],"",3478,water/ethers,test,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
COc1cc2c(cc1B(O)O)CCC2.CCO[C@H]1CN(C(=O)OC)C[C@H]1Nc1nc(CC)c(I)nc1CC>>CCO[C@H]1CN(C(=O)OC)C[C@H]1Nc1nc(CC)c(-c2cc3c(cc2OC)CCC3)nc1CC,ethers,carbonate,20,93.9,[I:34][c:33]1[c:30]([n:29][c:28]([NH:27][C@@H:26]2[CH2:25][N:20]([CH2:19][C@@H:18]2[O:17][CH2:16][CH3:15])[C:21]([O:23][CH3:24])=[O:22])[c:36]([CH2:37][CH3:38])[n:35]1)[CH2:31][CH3:32].[OH:10][B:9]([OH:11])[c:8]1[cH:7][c:6]2[CH2:12][CH2:13][CH2:14][c:5]2[cH:4][c:3]1[O:2][CH3:1]>>[c:33]1(-[c:8]2[cH:7][c:6]3[CH2:12][CH2:13][CH2:14][c:5]3[cH:4][c:3]2[O:2][CH3:1])[c:30]([n:29][c:28]([NH:27][C@@H:26]2[CH2:25][N:20]([CH2:19][C@@H:18]2[O:17][CH2:16][CH3:15])[C:21]([O:23][CH3:24])=[O:22])[c:36]([CH2:37][CH3:38])[n:35]1)[CH2:31][CH3:32],"",354,ethers,test,COCCOC,"O=C([O-])O.[Na+],O=C([O-])[O-].[Na+].[Na+]"
OCc1ccccc1B(O)O.Clc1ccc(-c2cc3cc(Br)ccn3n2)cc1>>OCc1ccccc1-c1ccn2nc(-c3ccc(Cl)cc3)cc2c1,water/ethers,carbonate,20,92.15,[OH:10][B:9]([OH:11])[c:8]1[c:3]([cH:4][cH:5][cH:6][cH:7]1)[CH2:2][OH:1].[cH:15]1[cH:14][c:13]([cH:28][cH:27][c:16]1-[c:17]1[cH:18][c:19]2[cH:20][c:21]([cH:23][cH:24][n:25]2[n:26]1)[Br:22])[Cl:12]>>[cH:14]1[cH:15][c:16]([cH:27][cH:28][c:13]1[Cl:12])-[c:17]1[cH:18][c:19]2[n:25]([cH:24][cH:23][c:21](-[c:8]3[cH:7][cH:6][cH:5][cH:4][c:3]3[CH2:2][OH:1])[cH:20]2)[n:26]1,"",2280,water/ethers,test,O.C1CCOC1,O=C([O-])[O-].[Cs+].[Cs+]
COc1ccc2cc(B(O)O)n(C(=O)OC(C)(C)C)c2c1.O=S1(=O)CCCN1c1ccc(I)cc1>>COc1ccc2cc(-c3ccc(N4CCCS4(=O)=O)cc3)n(C(=O)OC(C)(C)C)c2c1,polar,carbonate,20,98.0,[CH3:17][C:16]([CH3:18])([CH3:19])[O:15][C:13]([n:12]1[c:20]2[cH:21][c:3]([cH:4][cH:5][c:6]2[cH:7][c:8]1[B:9]([OH:10])[OH:11])[O:2][CH3:1])=[O:14].[O:22]=[S:23]1(=[O:24])[CH2:25][CH2:26][CH2:27][N:28]1[c:29]1[cH:35][cH:34][c:32]([cH:31][cH:30]1)[I:33]>>[CH3:17][C:16]([CH3:18])([CH3:19])[O:15][C:13]([n:12]1[c:20]2[c:6]([cH:5][cH:4][c:3]([O:2][CH3:1])[cH:21]2)[cH:7][c:8]1-[c:32]1[cH:34][cH:35][c:29]([cH:30][cH:31]1)[N:28]1[CH2:27][CH2:26][CH2:25][S:23]1(=[O:24])=[O:22])=[O:14],"",1103,amides,test,CN(C)C=O,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccc(Cl)nc1.NC(=O)c1cnc2cncc(Br)c2n1>>NC(=O)c1cnc2cncc(-c3ccc(Cl)nc3)c2n1,water/ethers,carbonate,20,84.95,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([n:9][cH:10]1)[Cl:8].[c:23]12[c:17]([n:16][cH:15][c:14]([C:12](=[O:13])[NH2:11])[n:24]1)[cH:18][n:19][cH:20][c:21]2[Br:22]>>[Cl:8][c:7]1[n:9][cH:10][c:4](-[c:21]2[c:23]3[c:17]([n:16][cH:15][c:14]([C:12](=[O:13])[NH2:11])[n:24]3)[cH:18][n:19][cH:20]2)[cH:5][cH:6]1,"",5360,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
OB(O)c1ccccc1.Fc1cc(F)c(COC[C@@H]2C[C@@H](SC(c3ccccc3)(c3ccccc3)c3ccccc3)CN2c2ncc(Br)cn2)cc1F>>Fc1cc(F)c(COC[C@@H]2C[C@@H](SC(c3ccccc3)(c3ccccc3)c3ccccc3)CN2c2ncc(-c3ccccc3)cn2)cc1F,other,carbonate,20,35.8,[cH:25]1[cH:26][cH:27][cH:28][cH:29][c:24]1[C:23]([c:36]1[cH:41][cH:40][cH:39][cH:38][cH:37]1)([c:30]1[cH:35][cH:34][cH:33][cH:32][cH:31]1)[S:22][C@@H:21]1[CH2:20][C@@H:19]([CH2:18][O:17][CH2:16][c:15]2[cH:51][c:52]([F:53])[c:11]([cH:12][c:13]2[F:14])[F:10])[N:43]([c:44]2[n:50][cH:49][c:47]([cH:46][n:45]2)[Br:48])[CH2:42]1.[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[cH:25]1[cH:26][cH:27][cH:28][cH:29][c:24]1[C:23]([c:36]1[cH:41][cH:40][cH:39][cH:38][cH:37]1)([c:30]1[cH:35][cH:34][cH:33][cH:32][cH:31]1)[S:22][C@@H:21]1[CH2:20][C@@H:19]([CH2:18][O:17][CH2:16][c:15]2[cH:51][c:52]([F:53])[c:11]([cH:12][c:13]2[F:14])[F:10])[N:43]([c:44]2[n:50][cH:49][c:47]([cH:46][n:45]2)-[c:4]2[cH:9][cH:8][cH:7][cH:6][cH:5]2)[CH2:42]1,"",238,other,test,CCO.COCCOC,O=C([O-])[O-].[Na+].[Na+]
O=Cc1cccc(B(O)O)c1.N#Cc1cnc2sc(I)cc2c1Cl>>N#Cc1cnc2sc(-c3cccc(C=O)c3)cc2c1Cl,ethers,carbonate,20,71.5,[OH:9][B:8]([OH:10])[c:7]1[cH:6][cH:5][cH:4][c:3]([cH:11]1)[CH:2]=[O:1].[c:22]12[c:17]([s:18][c:19]([cH:21]1)[I:20])[n:16][cH:15][c:14]([C:13]#[N:12])[c:23]2[Cl:24]>>[C:13](#[N:12])[c:14]1[cH:15][n:16][c:17]2[s:18][c:19]([cH:21][c:22]2[c:23]1[Cl:24])-[c:7]1[cH:11][c:3]([cH:4][cH:5][cH:6]1)[CH:2]=[O:1],"",3675,ethers,test,COCCOC,O=C([O-])O.[Na+]
OB(O)c1ccc(OCc2ccccc2)cc1.Brc1ccncc1>>c1ccc(COc2ccc(-c3ccncc3)cc2)cc1,other,carbonate,20,94.25,[cH:20]1[cH:21][n:22][cH:23][cH:24][c:19]1[Br:18].[cH:6]1[cH:5][c:4]([cH:17][cH:16][c:7]1[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[B:2]([OH:1])[OH:3]>>[cH:11]1[cH:12][cH:13][cH:14][cH:15][c:10]1[CH2:9][O:8][c:7]1[cH:16][cH:17][c:4]([cH:5][cH:6]1)-[c:19]1[cH:24][cH:23][n:22][cH:21][cH:20]1,"",306,other,test,CC#N,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccncc1.Cc1cc(Br)ccc1I>>Cc1cc(Br)ccc1-c1ccncc1,other,phosphate,20,80.5,[I:18][c:17]1[cH:16][cH:15][c:13]([cH:12][c:11]1[CH3:10])[Br:14].[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)[B:2]([OH:1])[OH:3]>>[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)-[c:17]1[c:11]([cH:12][c:13]([cH:15][cH:16]1)[Br:14])[CH3:10],"",4692,other,test,CCO.Cc1ccccc1.O.CCOC(C)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+]
OB(O)c1cccc(Cl)c1.O=c1[nH]c2ccc(Br)cc2n1Cc1ccccc1>>O=c1[nH]c2ccc(-c3cccc(Cl)c3)cc2n1Cc1ccccc1,other,carbonate,20,16.0,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([Cl:9])[cH:10]1.[cH:24]1[cH:25][cH:26][cH:27][cH:28][c:23]1[CH2:22][n:21]1[c:20]2[c:14]([cH:15][cH:16][c:17]([Br:18])[cH:19]2)[nH:13][c:12]1=[O:11]>>[cH:24]1[cH:25][cH:26][cH:27][cH:28][c:23]1[CH2:22][n:21]1[c:20]2[cH:19][c:17]([cH:16][cH:15][c:14]2[nH:13][c:12]1=[O:11])-[c:4]1[cH:10][c:8]([Cl:9])[cH:7][cH:6][cH:5]1,"",139,other,test,Cc1ccccc1.O.CCOC(C)=O,O=C([O-])[O-].[K+].[K+]
OB(O)c1cccc(F)c1.CC(C)(C)OC(=O)N1CCN(Cc2ccc(Br)cn2)CC1>>CC(C)(C)OC(=O)N1CCN(Cc2ccc(-c3cccc(F)c3)cn2)CC1,water/ethers,carbonate,20,91.75,[CH3:11][C:12]([CH3:13])([CH3:14])[O:15][C:16](=[O:17])[N:18]1[CH2:19][CH2:20][N:21]([CH2:30][CH2:31]1)[CH2:22][c:23]1[cH:24][cH:25][c:26]([cH:28][n:29]1)[Br:27].[OH:1][B:2]([OH:3])[c:4]1[cH:10][c:8]([F:9])[cH:7][cH:6][cH:5]1>>[CH3:11][C:12]([CH3:13])([CH3:14])[O:15][C:16](=[O:17])[N:18]1[CH2:19][CH2:20][N:21]([CH2:30][CH2:31]1)[CH2:22][c:23]1[cH:24][cH:25][c:26]([cH:28][n:29]1)-[c:4]1[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]1,"",3032,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccc(OCc2ccccc2)c(F)c1.O=c1c(Br)cncn1Cc1ccc(Cl)cc1>>O=c1c(-c2ccc(OCc3ccccc3)c(F)c2)cncn1Cc1ccc(Cl)cc1,other,carbonate,20,31.15,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[c:16]([F:17])[cH:18]1.[cH:29]1[cH:30][c:31]([cH:33][cH:34][c:28]1[CH2:27][n:26]1[cH:25][n:24][cH:23][c:21]([Br:22])[c:20]1=[O:19])[Cl:32]>>[cH:30]1[cH:29][c:28]([cH:34][cH:33][c:31]1[Cl:32])[CH2:27][n:26]1[cH:25][n:24][cH:23][c:21]([c:20]1=[O:19])-[c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[c:16]([F:17])[cH:18]1,"",1033,other,test,O.CCOC(C)=O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
Cc1nc(Cl)ccc1B(O)O.FC(F)(F)c1cc(Br)c2cn[nH]c2c1>>Cc1nc(Cl)ccc1-c1cc(C(F)(F)F)cc2[nH]ncc12,ethers,carbonate,20,76.0,[F:12][C:13]([F:14])([F:15])[c:16]1[cH:17][c:18]([Br:19])[c:20]2[c:24]([nH:23][n:22][cH:21]2)[cH:25]1.[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][c:4]([Cl:5])[n:3][c:2]1[CH3:1]>>[F:12][C:13]([F:14])([F:15])[c:16]1[cH:17][c:18](-[c:8]2[cH:7][cH:6][c:4]([n:3][c:2]2[CH3:1])[Cl:5])[c:20]2[cH:21][n:22][nH:23][c:24]2[cH:25]1,"",3469,ethers,test,C1COCCO1,O=C([O-])O.[Na+]
OB(O)c1ccc(Cl)nc1Cl.CC(C)(C)OC(=O)Nc1ccncc1I>>CC(C)(C)OC(=O)Nc1ccncc1-c1ccc(Cl)nc1Cl,polar,amine,20,39.7,[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17]([NH:19][c:20]1[c:25]([cH:24][n:23][cH:22][cH:21]1)[I:26])=[O:18].[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[n:9][c:10]1[Cl:11]>>[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17]([NH:19][c:20]1[c:25](-[c:4]2[cH:5][cH:6][c:7]([n:9][c:10]2[Cl:11])[Cl:8])[cH:24][n:23][cH:22][cH:21]1)=[O:18],"",5291,amides,test,CN(C)C=O,CCN(CC)CC
COc1cccc(B(O)O)c1.Cc1cc(Nc2cc3cc(O)ccc3c(Br)n2)n[nH]1>>COc1cccc(-c2nc(Nc3cc(C)[nH]n3)cc3cc(O)ccc23)c1,polar,carbonate,20,55.3,[OH:9][B:8]([OH:10])[c:7]1[cH:11][c:3]([cH:4][cH:5][cH:6]1)[O:2][CH3:1].[cH:14]1[c:15]([NH:16][c:17]2[n:28][c:26]([Br:27])[c:25]3[c:19]([cH:20][c:21]([OH:22])[cH:23][cH:24]3)[cH:18]2)[n:29][nH:30][c:13]1[CH3:12]>>[cH:14]1[c:15]([NH:16][c:17]2[n:28][c:26](-[c:7]3[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[cH:11]3)[c:25]3[c:19]([cH:20][c:21]([OH:22])[cH:23][cH:24]3)[cH:18]2)[n:29][nH:30][c:13]1[CH3:12],"",756,water/amides,test,CN(C)C=O.O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cc[nH]n1.Ic1ccc2c(c1)CCCO2>>c1cc(-c2ccc3c(c2)CCCO3)n[nH]1,water/ethers,carbonate,20,14.0,[OH:1][B:2]([OH:3])[c:4]1[n:8][nH:7][cH:6][cH:5]1.[c:14]12[CH2:16][CH2:17][CH2:18][O:19][c:13]1[cH:12][cH:11][c:10]([cH:15]2)[I:9]>>[c:14]12[CH2:16][CH2:17][CH2:18][O:19][c:13]1[cH:12][cH:11][c:10]([cH:15]2)-[c:4]1[cH:5][cH:6][nH:7][n:8]1,"",2709,water/ethers,test,O.C1CCOC1.COCCOC,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCn3c(=O)c(Br)cc4ccccc43)ccc21>>CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCn3c(=O)c(-c4ccccc4)cc4ccccc43)ccc21,water/ethers,carbonate,20,68.4,[CH3:16][C:15]1([CH3:17])[C:13]([N:12]([c:43]2[cH:42][cH:41][c:24]([O:25][CH2:26][CH2:27][CH2:28][n:29]3[c:40]4[cH:39][cH:38][cH:37][cH:36][c:35]4[cH:34][c:32]([Br:33])[c:30]3=[O:31])[cH:23][c:22]2[N:20]([C:18]1=[O:19])[CH3:21])[CH2:11][CH3:10])=[O:14].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[cH:6]1[cH:5][c:4]([cH:9][cH:8][cH:7]1)-[c:32]1[c:30](=[O:31])[n:29]([CH2:28][CH2:27][CH2:26][O:25][c:24]2[cH:41][cH:42][c:43]3[N:12]([C:13]([C:15]([CH3:16])([CH3:17])[C:18]([N:20]([CH3:21])[c:22]3[cH:23]2)=[O:19])=[O:14])[CH2:11][CH3:10])[c:40]2[c:35]([cH:36][cH:37][cH:38][cH:39]2)[cH:34]1,"",4285,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
COc1ccc(B(O)O)c(F)c1F.Fc1ccc(Br)nc1>>COc1ccc(-c2ccc(F)cn2)c(F)c1F,water/ethers,carbonate,20,97.8,[F:14][c:15]1[cH:16][cH:17][c:18]([Br:19])[n:20][cH:21]1.[OH:8][B:7]([OH:9])[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[c:12]([F:13])[c:10]1[F:11]>>[c:15]1([cH:21][n:20][c:18]([cH:17][cH:16]1)-[c:6]1[cH:5][cH:4][c:3]([c:12]([c:10]1[F:11])[F:13])[O:2][CH3:1])[F:14],"",4490,water/ethers,test,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
